1207	To Kill a Mockingbird (1962)	Drama	1	2	4.0	37
1213	GoodFellas (1990)	Crime|Drama	2	2	3.5	38
1246	Dead Poets Society (1989)	Drama	1	2	4.5	39
1259	Stand by Me (1986)	Adventure|Comedy|Drama	3	2	5.0	40
1265	Groundhog Day (1993)	Comedy|Romance	2	2	2.5	41
1270	Back to the Future (1985)	Comedy|Sci-Fi	2	2	4.0	42
1527	Fifth Element, The (1997)	Action|Sci-Fi	2	2	3.5	43
1566	Hercules (1997)	Adventure|Animation|Children's|Comedy|Musical	5	2	4.0	44
1580	Men in Black (1997)	Action|Adventure|Comedy|Sci-Fi	4	2	3.5	45
1610	Hunt for Red October, The (1990)	Action|Thriller	2	2	4.5	46
1721	Titanic (1997)	Drama|Romance	2	2	2.5	47
1954	Rocky (1976)	Action|Drama	2	2	5.0	48
1961	Rain Man (1988)	Drama	1	2	4.5	49
1962	Driving Miss Daisy (1989)	Drama	1	2	4.5	50
1968	Breakfast Club, The (1985)	Comedy|Drama	2	2	3.0	51
2081	Little Mermaid, The (1989)	Animation|Children's|Comedy|Musical|Romance	5	2	4.0	52
2268	Few Good Men, A (1992)	Crime|Drama	2	2	3.5	53
2321	Pleasantville (1998)	Comedy	1	2	3.0	54
2353	Enemy of the State (1998)	Action|Thriller	2	2	3.5	55
2359	Waking Ned Devine (1998)	Comedy	1	2	3.0	56
2427	Thin Red Line, The (1998)	Action|Drama|War	3	2	3.5	57
2571	Matrix, The (1999)	Action|Sci-Fi|Thriller	3	2	4.5	58
2717	Ghostbusters II (1989)	Comedy|Horror	2	2	2.0	59
2762	Sixth Sense, The (1999)	Thriller	1	2	3.5	60
2916	Total Recall (1990)	Action|Adventure|Sci-Fi|Thriller	4	2	2.0	61
2997	Being John Malkovich (1999)	Comedy	1	2	4.0	62
3114	Toy Story 2 (1999)	Animation|Children's|Comedy	3	2	3.5	63
3408	Erin Brockovich (2000)	Drama	1	2	3.5	64
3468	Hustler, The (1961)	Drama	1	2	5.0	65
3534	28 Days (2000)	Comedy	1	2	3.5	66
6	Heat (1995)	Action|Crime|Thriller	3	1	2.0	67
16	Casino (1995)	Drama|Thriller	2	1	3.0	68
21	Get Shorty (1995)	Action|Comedy|Drama	3	1	1.0	69
24	Powder (1995)	Drama|Sci-Fi	2	1	1.0	70
29	City of Lost Children, The (1995)	Adventure|Sci-Fi	2	1	5.0	71
32	Twelve Monkeys (1995)	Drama|Sci-Fi	2	1	4.0	72
34	Babe (1995)	Children's|Comedy|Drama	3	1	4.0	73
36	Dead Man Walking (1995)	Drama	1	1	3.0	74
39	Clueless (1995)	Comedy|Romance	2	1	3.0	75
41	Richard III (1995)	Drama|War	2	1	4.0	76
47	Seven (Se7en) (1995)	Crime|Thriller	2	1	3.0	77
50	Usual Suspects, The (1995)	Crime|Thriller	2	1	5.0	78
52	Mighty Aphrodite (1995)	Comedy	1	1	2.0	79
95	Broken Arrow (1996)	Action|Thriller	2	1	2.0	80
104	Happy Gilmore (1996)	Comedy	1	1	4.0	81
110	Braveheart (1995)	Action|Drama|War	3	1	5.0	82
162	Crumb (1994)	Documentary	1	1	4.0	83
163	Desperado (1995)	Action|Romance|Thriller	3	1	4.0	84
165	Die Hard: With a Vengeance (1995)	Action|Thriller	2	1	3.0	85
176	Living in Oblivion (1995)	Comedy	1	1	4.0	86
194	Smoke (1995)	Drama	1	1	3.0	87
202	Total Eclipse (1995)	Drama|Romance	2	1	2.0	88
215	Before Sunrise (1995)	Drama|Romance	2	1	3.0	89
224	Don Juan DeMarco (1995)	Comedy|Drama|Romance	3	1	3.0	90
229	Death and the Maiden (1994)	Drama|Thriller	2	1	3.0	91
235	Ed Wood (1994)	Comedy|Drama	2	1	3.0	92
272	Madness of King George, The (1994)	Drama	1	1	3.0	93
288	Natural Born Killers (1994)	Action|Thriller	2	1	2.0	94
292	Outbreak (1995)	Action|Drama|Thriller	3	1	3.0	95
299	Priest (1994)	Drama	1	1	3.0	96
321	Strawberry and Chocolate (Fresa y chocolate) (1993)	Drama	1	1	3.0	97
348	Bullets Over Broadway (1994)	Comedy	1	1	4.0	98
349	Clear and Present Danger (1994)	Action|Adventure|Thriller	3	1	4.0	99
353	Crow, The (1994)	Action|Romance|Thriller	3	1	2.0	100
357	Four Weddings and a Funeral (1994)	Comedy|Romance	2	1	2.0	101
364	Lion King, The (1994)	Animation|Children's|Musical	3	1	4.0	102
380	True Lies (1994)	Action|Adventure|Comedy|Romance	4	1	5.0	103
383	Wyatt Earp (1994)	Western	1	1	4.0	104
412	Age of Innocence, The (1993)	Drama	1	1	2.0	105
434	Cliffhanger (1993)	Action|Adventure|Crime	3	1	2.0	106
442	Demolition Man (1993)	Action|Sci-Fi	2	1	3.0	107
457	Fugitive, The (1993)	Action|Thriller	2	1	4.0	108
459	Getaway, The (1994)	Action	1	1	3.0	109
461	Go Fish (1994)	Drama|Romance	2	1	3.0	110
497	Much Ado About Nothing (1993)	Comedy|Romance	2	1	3.0	111
498	Mr. Jones (1993)	Drama|Romance	2	1	3.0	112
501	Naked (1993)	Drama	1	1	1.0	113
506	Orlando (1993)	Drama	1	1	4.0	114
509	Piano, The (1993)	Drama|Romance	2	1	4.0	115
527	Schindler's List (1993)	Drama|War	2	1	5.0	116
531	Secret Garden, The (1993)	Children's|Drama	2	1	4.0	117
551	Nightmare Before Christmas, The (1993)	Children's|Comedy|Musical	3	1	4.0	118
552	Three Musketeers, The (1993)	Action|Adventure|Comedy	3	1	4.0	119
562	Welcome to the Dollhouse (1995)	Comedy|Drama	2	1	4.0	120
581	Celluloid Closet, The (1995)	Documentary	1	1	3.0	121
589	Terminator 2: Judgment Day (1991)	Action|Sci-Fi|Thriller	3	1	4.0	122
594	Snow White and the Seven Dwarfs (1937)	Animation|Children's|Musical	3	1	4.0	123
597	Pretty Woman (1990)	Comedy|Romance	2	1	5.0	124
647	Courage Under Fire (1996)	Drama|War	2	1	3.0	125
653	Dragonheart (1996)	Action|Adventure|Fantasy	3	1	4.0	126
661	James and the Giant Peach (1996)	Animation|Children's|Musical	3	1	3.0	127
714	Dead Man (1995)	Western	1	1	4.0	128
720	Wallace & Gromit: The Best of Aardman Animation (1996)	Animation	1	1	3.0	129
728	Cold Comfort Farm (1995)	Comedy	1	1	4.0	130
736	Twister (1996)	Action|Adventure|Romance|Thriller	4	1	4.0	131
745	Close Shave, A (1995)	Animation|Comedy|Thriller	3	1	3.0	132
780	Independence Day (ID4) (1996)	Action|Sci-Fi|War	3	1	3.0	133
783	Hunchback of Notre Dame, The (1996)	Animation|Children's|Musical	3	1	4.0	134
800	Lone Star (1996)	Drama|Mystery	2	1	2.0	135
838	Emma (1996)	Comedy|Drama|Romance	3	1	4.0	136
860	Maybe, Maybe Not (Bewegte Mann, Der) (1994)	Comedy	1	1	2.0	137
866	Bound (1996)	Crime|Drama|Romance|Thriller	4	1	4.0	138
896	Wild Reeds (1994)	Drama	1	1	4.0	139
902	Breakfast at Tiffany's (1961)	Drama|Romance	2	1	2.0	140
908	North by Northwest (1959)	Drama|Thriller	2	1	4.0	141
913	Maltese Falcon, The (1941)	Film-Noir|Mystery	2	1	5.0	142
914	My Fair Lady (1964)	Musical|Romance	2	1	3.0	143
920	Gone with the Wind (1939)	Drama|Romance|War	3	1	5.0	144
938	Gigi (1958)	Musical	1	1	4.0	145
968	Night of the Living Dead (1968)	Horror|Sci-Fi	2	1	3.0	146
982	Picnic (1955)	Drama	1	1	4.0	147
994	Big Night (1996)	Drama	1	1	5.0	148
1007	Apple Dumpling Gang, The (1975)	Children's|Comedy|Western	3	1	3.0	149
1022	Cinderella (1950)	Animation|Children's|Musical	3	1	5.0	150
1028	Mary Poppins (1964)	Children's|Comedy|Musical	3	1	5.0	151
1029	Dumbo (1941)	Animation|Children's|Musical	3	1	5.0	152
1030	Pete's Dragon (1977)	Adventure|Animation|Children's|Musical	4	1	4.0	153
1036	Die Hard (1988)	Action|Thriller	2	1	4.0	154
1043	To Gillian on Her 37th Birthday (1996)	Drama|Romance	2	1	4.0	155
1046	Beautiful Thing (1996)	Drama|Romance	2	1	5.0	156
1049	Ghost and the Darkness, The (1996)	Action|Adventure	2	1	4.0	157
1079	Fish Called Wanda, A (1988)	Comedy	1	1	5.0	158
1084	Bonnie and Clyde (1967)	Crime|Drama	2	1	3.0	159
1089	Reservoir Dogs (1992)	Crime|Thriller	2	1	5.0	160
1090	Platoon (1986)	Drama|War	2	1	2.0	161
1093	Doors, The (1991)	Drama|Musical	2	1	2.0	162
1095	Glengarry Glen Ross (1992)	Drama	1	1	4.0	163
1096	Sophie's Choice (1982)	Drama	1	1	4.0	164
1101	Top Gun (1986)	Action|Romance	2	1	4.0	165
1103	Rebel Without a Cause (1955)	Drama	1	1	3.0	166
1124	On Golden Pond (1981)	Drama	1	1	5.0	167
1127	Abyss, The (1989)	Action|Adventure|Sci-Fi|Thriller	4	1	1.0	168
1136	Monty Python and the Holy Grail (1974)	Comedy	1	1	5.0	169
1171	Bob Roberts (1992)	Comedy	1	1	4.0	170
1175	Delicatessen (1991)	Comedy|Sci-Fi	2	1	5.0	171
1191	Madonna: Truth or Dare (1991)	Documentary	1	1	2.0	172
1192	Paris Is Burning (1990)	Documentary	1	1	5.0	173
1201	Good, The Bad and The Ugly, The (1966)	Action|Western	2	1	5.0	174
1214	Alien (1979)	Action|Horror|Sci-Fi|Thriller	4	1	4.0	175
1217	Ran (1985)	Drama|War	2	1	3.0	176
1225	Amadeus (1984)	Drama	1	1	5.0	177
1240	Terminator, The (1984)	Action|Sci-Fi|Thriller	3	1	5.0	178
1243	Rosencrantz and Guildenstern Are Dead (1990)	Comedy|Drama	2	1	3.0	179
1244	Manhattan (1979)	Comedy|Drama|Romance	3	1	3.0	180
1245	Miller's Crossing (1990)	Drama	1	1	2.0	181
1247	Graduate, The (1967)	Drama|Romance	2	1	5.0	182
1250	Bridge on the River Kwai, The (1957)	Drama|War	2	1	5.0	183
1253	Day the Earth Stood Still, The (1951)	Drama|Sci-Fi	2	1	3.0	184
1261	Evil Dead II (Dead By Dawn) (1987)	Action|Adventure|Comedy|Horror	4	1	1.0	185
1266	Unforgiven (1992)	Western	1	1	5.0	186
1268	Pump Up the Volume (1990)	Drama	1	1	2.0	187
1279	Night on Earth (1991)	Comedy|Drama	2	1	1.0	188
1287	Ben-Hur (1959)	Action|Adventure|Drama	3	1	5.0	189
1291	Indiana Jones and the Last Crusade (1989)	Action|Adventure	2	1	4.0	190
1293	Gandhi (1982)	Drama	1	1	5.0	191
1296	Room with a View, A (1986)	Drama|Romance	2	1	3.0	192
1304	Butch Cassidy and the Sundance Kid (1969)	Action|Comedy|Western	3	1	5.0	193
1357	Shine (1996)	Drama|Romance	2	1	5.0	194
1370	Die Hard 2 (1990)	Action|Thriller	2	1	5.0	195
1372	Star Trek VI: The Undiscovered Country (1991)	Action|Adventure|Sci-Fi	3	1	3.0	196
1378	Young Guns (1988)	Action|Comedy|Western	3	1	5.0	197
1379	Young Guns II (1990)	Action|Comedy|Western	3	1	4.0	198
1385	Under Siege (1992)	Action	1	1	3.0	199
1387	Jaws (1975)	Action|Horror	2	1	5.0	200
1392	Citizen Ruth (1996)	Comedy|Drama	2	1	4.0	201
1394	Raising Arizona (1987)	Comedy	1	1	4.0	202
1408	Last of the Mohicans, The (1992)	Action|Romance|War	3	1	3.0	203
1429	Jackie Chan's First Strike (1996)	Action	1	1	3.0	204
1431	Beverly Hills Ninja (1997)	Action|Comedy	2	1	3.0	205
1442	Prefontaine (1997)	Drama	1	1	4.0	206
1449	Waiting for Guffman (1996)	Comedy	1	1	4.0	207
1466	Donnie Brasco (1997)	Crime|Drama	2	1	3.0	208
1485	Liar Liar (1997)	Comedy	1	1	3.0	209
1500	Grosse Pointe Blank (1997)	Comedy|Crime	2	1	3.0	210
1509	All Over Me (1997)	Drama	1	1	3.0	211
1513	Romy and Michele's High School Reunion (1997)	Comedy	1	1	4.0	212
1517	Austin Powers: International Man of Mystery (1997)	Comedy	1	1	4.0	213
1529	Nowhere (1997)	Drama	1	1	4.0	214
1535	Love! Valour! Compassion! (1997)	Drama|Romance	2	1	4.0	215
1537	Shall We Dance? (Shall We Dansu?) (1996)	Comedy	1	1	4.0	216
1544	Lost World: Jurassic Park, The (1997)	Action|Adventure|Sci-Fi|Thriller	4	1	4.0	217
1545	Ponette (1996)	Drama	1	1	4.0	218
1552	Con Air (1997)	Action|Adventure|Thriller	3	1	3.0	219
1554	Pillow Book, The (1995)	Drama|Romance	2	1	3.0	220
1569	My Best Friend's Wedding (1997)	Comedy|Romance	2	1	4.0	221
1594	In the Company of Men (1997)	Drama	1	1	1.0	222
1597	Conspiracy Theory (1997)	Action|Mystery|Romance|Thriller	4	1	3.0	223
1615	Edge, The (1997)	Adventure|Thriller	2	1	5.0	224
1617	L.A. Confidential (1997)	Crime|Film-Noir|Mystery|Thriller	4	1	3.0	225
1635	Ice Storm, The (1997)	Drama	1	1	4.0	226
1641	Full Monty, The (1997)	Comedy	1	1	2.0	227
1643	Mrs. Brown (Her Majesty, Mrs. Brown) (1997)	Drama|Romance	2	1	3.0	228
1649	Fast, Cheap & Out of Control (1997)	Documentary	1	1	4.0	229
1650	Washington Square (1997)	Drama	1	1	3.0	230
1653	Gattaca (1997)	Drama|Sci-Fi|Thriller	3	1	2.0	231
1683	Wings of the Dove, The (1997)	Drama|Romance|Thriller	3	1	3.0	232
1684	Mrs. Dalloway (1997)	Romance	1	1	3.0	233
1687	Jackal, The (1997)	Action|Thriller	2	1	3.0	234
1688	Anastasia (1997)	Animation|Children's|Musical	3	1	5.0	235
1690	Alien: Resurrection (1997)	Action|Horror|Sci-Fi	3	1	3.0	236
1704	Good Will Hunting (1997)	Drama	1	1	3.0	237
1715	Office Killer (1997)	Thriller	1	1	4.0	238
1719	Sweet Hereafter, The (1997)	Drama	1	1	3.0	239
1722	Tomorrow Never Dies (1997)	Action|Romance|Thriller	3	1	2.0	240
1729	Jackie Brown (1997)	Crime|Drama	2	1	4.0	241
1730	Kundun (1997)	Drama	1	1	4.0	242
1732	Big Lebowski, The (1998)	Comedy|Crime|Mystery|Thriller	4	1	5.0	243
1733	Afterglow (1997)	Drama|Romance	2	1	3.0	244
1734	My Life in Pink (Ma vie en rose) (1997)	Comedy|Drama	2	1	4.0	245
1747	Wag the Dog (1997)	Comedy|Drama	2	1	2.0	246
1759	Four Days in September (1997)	Drama	1	1	4.0	247
1784	As Good As It Gets (1997)	Comedy|Drama	2	1	5.0	248
1788	Men With Guns (1997)	Action|Drama	2	1	3.0	249
1792	U.S. Marshalls (1998)	Action|Thriller	2	1	3.0	250
1794	Love and Death on Long Island (1997)	Comedy|Drama	2	1	3.0	251
1801	Man in the Iron Mask, The (1998)	Action|Drama|Romance	3	1	3.0	252
1834	Spanish Prisoner, The (1997)	Drama|Thriller	2	1	4.0	253
1836	Last Days of Disco, The (1998)	Drama	1	1	5.0	254
1873	Mis�rables, Les (1998)	Drama	1	1	4.0	255
1884	Fear and Loathing in Las Vegas (1998)	Comedy|Drama	2	1	3.0	256
1885	Opposite of Sex, The (1998)	Comedy|Drama	2	1	4.0	257
1897	High Art (1998)	Drama|Romance	2	1	4.0	258
1907	Mulan (1998)	Animation|Children's	2	1	4.0	259
1909	X-Files: Fight the Future, The (1998)	Mystery|Sci-Fi|Thriller	3	1	3.0	260
1912	Out of Sight (1998)	Action|Crime|Romance	3	1	3.0	261
1917	Armageddon (1998)	Action|Adventure|Sci-Fi|Thriller	4	1	3.0	262
1921	Pi (1998)	Sci-Fi|Thriller	2	1	4.0	263
1923	There's Something About Mary (1998)	Comedy	1	1	3.0	264
1945	On the Waterfront (1954)	Crime|Drama	2	1	5.0	265
1947	West Side Story (1961)	Musical|Romance	2	1	5.0	266
1953	French Connection, The (1971)	Action|Crime|Drama|Thriller	4	1	4.0	267
1955	Kramer Vs. Kramer (1979)	Drama	1	1	4.0	268
1957	Chariots of Fire (1981)	Drama	1	1	5.0	269
1966	Metropolitan (1990)	Comedy	1	1	2.0	270
2002	Lethal Weapon 3 (1992)	Action|Comedy|Crime|Drama	4	1	5.0	271
2013	Poseidon Adventure, The (1972)	Action|Adventure	2	1	3.0	272
2017	Babes in Toyland (1961)	Children's|Fantasy|Musical	3	1	3.0	273
2018	Bambi (1942)	Animation|Children's	2	1	4.0	274
2029	Billy's Hollywood Screen Kiss (1997)	Comedy|Romance	2	1	4.0	275
2058	Negotiator, The (1998)	Action|Thriller	2	1	1.0	276
2067	Doctor Zhivago (1965)	Drama|Romance|War	3	1	5.0	277
2070	Tender Mercies (1983)	Drama	1	1	2.0	278
2082	Mighty Ducks, The (1992)	Children's|Comedy	2	1	3.0	279
2115	Indiana Jones and the Temple of Doom (1984)	Action|Adventure	2	1	4.0	280
2126	Snake Eyes (1998)	Action|Crime|Mystery|Thriller	4	1	3.0	281
2159	Henry: Portrait of a Serial Killer (1990)	Crime|Horror	2	1	1.0	282
2167	Blade (1998)	Action|Adventure|Horror	3	1	5.0	283
2188	54 (1998)	Drama	1	1	1.0	284
2194	Untouchables, The (1987)	Action|Crime|Drama	3	1	4.0	285
2236	Simon Birch (1998)	Drama	1	1	5.0	286
2278	Ronin (1998)	Action|Crime|Thriller	3	1	3.0	287
2282	Pecker (1998)	Comedy|Drama	2	1	3.0	288
2289	Player, The (1992)	Comedy|Drama	2	1	4.0	289
2291	Edward Scissorhands (1990)	Drama|Romance	2	1	5.0	290
2294	Antz (1998)	Animation|Children's	2	1	4.0	291
2312	Children of a Lesser God (1986)	Drama	1	1	3.0	292
2318	Happiness (1998)	Comedy	1	1	4.0	293
2323	Cruise, The (1998)	Documentary	1	1	4.0	294
2333	Gods and Monsters (1998)	Drama	1	1	4.0	295
2337	Velvet Goldmine (1998)	Drama	1	1	5.0	296
2340	Meet Joe Black (1998)	Romance	1	1	3.0	297
2366	King Kong (1933)	Action|Adventure|Horror	3	1	4.0	298
2384	Babe: Pig in the City (1998)	Children's|Comedy	2	1	3.0	299
2390	Little Voice (1998)	Comedy	1	1	4.0	300
2395	Rushmore (1998)	Comedy	1	1	5.0	301
2396	Shakespeare in Love (1998)	Comedy|Romance	2	1	4.0	302
2398	Miracle on 34th Street (1947)	Drama	1	1	4.0	303
2406	Romancing the Stone (1984)	Action|Adventure|Comedy|Romance	4	1	5.0	304
2428	Faculty, The (1998)	Horror|Sci-Fi	2	1	3.0	305
2437	Wilde (1997)	Drama	1	1	2.0	306
2470	Crocodile Dundee (1986)	Adventure|Comedy	2	1	4.0	307
2490	Payback (1999)	Action|Thriller	2	1	3.0	308
2501	October Sky (1999)	Drama	1	1	5.0	309
2506	Other Sister, The (1999)	Comedy|Drama|Romance	3	1	3.0	310
2560	Ravenous (1999)	Drama|Horror	2	1	4.0	311
2580	Go (1999)	Crime	1	1	4.0	312
2599	Election (1999)	Comedy	1	1	5.0	313
2607	Get Real (1998)	Drama	1	1	2.0	314
2617	Mummy, The (1999)	Action|Adventure|Horror|Thriller	4	1	2.0	315
2628	Star Wars: Episode I - The Phantom Menace (1999)	Action|Adventure|Fantasy|Sci-Fi	4	1	3.0	316
2683	Austin Powers: The Spy Who Shagged Me (1999)	Comedy	1	1	3.0	317
2687	Tarzan (1999)	Animation|Children's	2	1	3.0	318
2700	South Park: Bigger, Longer and Uncut (1999)	Animation|Comedy	2	1	4.0	319
2716	Ghostbusters (1984)	Comedy|Horror	2	1	3.0	320
2721	Trick (1999)	Romance	1	1	3.0	321
2723	Mystery Men (1999)	Action|Adventure|Comedy	3	1	4.0	322
2725	Twin Falls Idaho (1999)	Drama	1	1	2.0	323
2728	Spartacus (1960)	Drama	1	1	3.0	324
2734	Mosquito Coast, The (1986)	Drama	1	1	2.0	325
2735	Golden Child, The (1986)	Action|Adventure|Comedy	3	1	4.0	326
2759	Dick (1999)	Comedy	1	1	3.0	327
2770	Bowfinger (1999)	Comedy	1	1	4.0	328
2791	Airplane! (1980)	Comedy	1	1	4.0	329
2797	Big (1988)	Comedy|Fantasy	2	1	4.0	330
2802	Tequila Sunrise (1988)	Action|Romance|Thriller	3	1	4.0	331
2804	Christmas Story, A (1983)	Comedy|Drama	2	1	5.0	332
2806	Teaching Mrs. Tingle (1999)	Comedy|Thriller	2	1	2.0	333
2852	Soldier's Story, A (1984)	Drama	1	1	3.0	334
2871	Deliverance (1972)	Adventure|Thriller	2	1	4.0	335
2881	Double Jeopardy (1999)	Action|Thriller	2	1	3.0	336
2890	Three Kings (1999)	Drama|War	2	1	4.0	337
2908	Boys Don't Cry (1999)	Drama	1	1	4.0	338
2918	Ferris Bueller's Day Off (1986)	Comedy	1	1	4.0	339
2943	Indochine (1992)	Drama|Romance	2	1	4.0	340
2947	Goldfinger (1964)	Action	1	1	5.0	341
2951	Fistful of Dollars, A (1964)	Action|Western	2	1	4.0	342
2952	Hard 8 (a.k.a. Sydney, a.k.a. Hard Eight) (1996)	Crime|Thriller	2	1	2.0	343
2959	Fight Club (1999)	Drama	1	1	4.0	344
2966	Straight Story, The (1999)	Drama	1	1	5.0	345
2987	Who Framed Roger Rabbit? (1988)	Adventure|Animation|Film-Noir	3	1	4.0	346
3006	Insider, The (1999)	Drama	1	1	3.0	347
3016	Creepshow (1982)	Horror	1	1	4.0	348
3020	Falling Down (1993)	Action|Drama	2	1	1.0	349
3030	Yojimbo (1961)	Comedy|Drama|Western	3	1	4.0	350
3035	Mister Roberts (1955)	Comedy|Drama|War	3	1	4.0	351
3046	Incredibly True Adventure of Two Girls in Love, The (1995)	Comedy|Romance	2	1	3.0	352
3051	Anywhere But Here (1999)	Drama	1	1	2.0	353
3068	Verdict, The (1982)	Drama	1	1	4.0	354
3071	Stand and Deliver (1987)	Drama	1	1	4.0	355
3072	Moonstruck (1987)	Comedy	1	1	4.0	356
3074	Jeremiah Johnson (1972)	Western	1	1	5.0	357
3079	Mansfield Park (1999)	Drama	1	1	2.0	358
3081	Sleepy Hollow (1999)	Horror|Romance	2	1	3.0	359
3083	All About My Mother (Todo Sobre Mi Madre) (1999)	Comedy|Drama	2	1	5.0	360
3095	Grapes of Wrath, The (1940)	Drama	1	1	4.0	361
3100	River Runs Through It, A (1992)	Drama	1	1	1.0	362
3107	Backdraft (1991)	Action|Drama	2	1	2.0	363
3108	Fisher King, The (1991)	Comedy|Drama|Romance	3	1	3.0	364
3113	End of Days (1999)	Action|Thriller	2	1	1.0	365
3147	Green Mile, The (1999)	Drama|Thriller	2	1	5.0	366
3163	Topsy-Turvy (1999)	Drama	1	1	5.0	367
3168	Easy Rider (1969)	Adventure|Drama	2	1	4.0	368
3176	Talented Mr. Ripley, The (1999)	Drama|Mystery|Thriller	3	1	2.0	369
3186	Girl, Interrupted (1999)	Drama	1	1	4.0	370
3249	Hand That Rocks the Cradle, The (1992)	Thriller	1	1	1.0	371
3255	League of Their Own, A (1992)	Comedy|Drama	2	1	4.0	372
3256	Patriot Games (1992)	Action|Thriller	2	1	2.0	373
3257	Bodyguard, The (1992)	Action|Drama|Romance|Thriller	4	1	3.0	374
3260	Howards End (1992)	Drama	1	1	4.0	375
3266	Man Bites Dog (C'est arriv� pr�s de chez vous) (1992)	Action|Comedy|Crime|Drama	4	1	2.0	376
3267	Mariachi, El (1992)	Action|Thriller	2	1	4.0	377
3334	Key Largo (1948)	Crime|Drama|Film-Noir|Thriller	4	1	4.0	378
3386	JFK (1991)	Drama|Mystery	2	1	2.0	379
3409	Final Destination (2000)	Drama|Thriller	2	1	3.0	380
3421	Animal House (1978)	Comedy	1	1	4.0	381
3451	Guess Who's Coming to Dinner (1967)	Comedy|Drama	2	1	4.0	382
3471	Close Encounters of the Third Kind (1977)	Drama|Sci-Fi	2	1	5.0	383
3476	Jacob's Ladder (1990)	Horror|Mystery|Thriller	3	1	3.0	384
3499	Misery (1990)	Horror	1	1	3.0	385
3501	Murphy's Romance (1985)	Comedy|Romance	2	1	5.0	386
3508	Outlaw Josey Wales, The (1976)	Western	1	1	3.0	387
3513	Rules of Engagement (2000)	Drama|Thriller	2	1	1.0	388
3514	Joe Gould's Secret (2000)	Drama	1	1	2.0	389
3524	Arthur (1981)	Comedy|Romance	2	1	3.0	390
3527	Predator (1987)	Action|Sci-Fi|Thriller	3	1	1.0	391
3536	Keeping the Faith (2000)	Comedy|Romance	2	1	5.0	392
3552	Caddyshack (1980)	Comedy	1	1	5.0	393
3600	Blue Hawaii (1961)	Comedy|Musical	2	1	3.0	394
3604	Gypsy (1962)	Musical	1	1	5.0	395
3610	Roustabout (1964)	Musical	1	1	3.0	396
3619	Hollywood Knights, The (1980)	Comedy	1	1	2.0	397
3624	Shanghai Noon (2000)	Action	1	1	3.0	398
3654	Guns of Navarone, The (1961)	Action|Drama|War	3	1	3.0	399
3671	Blazing Saddles (1974)	Comedy|Western	2	1	5.0	400
3678	Man with the Golden Arm, The (1955)	Drama	1	1	3.0	401
3682	Magnum Force (1973)	Western	1	1	3.0	402
3685	Prizzi's Honor (1985)	Comedy|Drama|Romance	3	1	3.0	403
